Rank,Title,Previous Rank, Revenues ($M) ,Revenue Change, Profits ($M) ,Profit Change, Assets ($M) , Mkt Value as of 3/29/18 ($M) ,Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State, Latitude , Longitude 
879,IDEX,906," $2,287.00 ",8%, $337.30 ,24%," $3,400.00 "," $10,916.00 ",7167,Andrew K. Silvernail,"Chairman, President &  Chief Executive Officer",Industrials,Industrial Machinery,,Lake Forest,IL, 42.25863 , (87.84063)
880,DST Systems,847," $2,284.00 ",-3%, $451.50 ,6%," $2,938.00 "," $4,962.00 ",14200,William C. Stone,CEO-SS& C Technologies Holdings,Business Services,Financial Data Services,,KCMO,MO, 39.09973 , (94.57857)
881,Chicos FAS,814," $2,282.00 ",-8%, $101.00 ,11%," $1,088.00 "," $1,152.00 ",12350,Shelley G. Broader,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,,Fort Myers,FL, 26.64063 , (81.87231)
882,Nu Skin Enterprises,888," $2,279.00 ",3%, $129.40 ,-10%," $1,590.00 "," $3,888.00 ",48700,Ritch N. Wood,Chairman &  Chief Executive Officer,Household Products,Household and Personal Products,,Provo,UT, 40.23384 , (111.65853)
883,Herman Miller,874," $2,278.00 ",1%, $123.90 ,-9%," $1,306.00 "," $1,907.00 ",7478,Brian C. Walker,"President, Chief Executive Officer &  Director",Household Products,"Home Equipment, Furnishings",,Zeeland,MI, 42.81252 , (86.01865)
884,NLV Financial,943," $2,275.00 ",14%, $259.90 ,67%," $30,209.00 ",,1065,Mehran Assadi,"President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",,Montpelier,VT, 44.26006 , (72.57539)
885,Curtiss-Wright,908," $2,271.00 ",8%, $214.90 ,15%," $3,236.00 "," $5,976.00 ",8600,David C. Adams,Chairman &  Chief Executive Officer,Aerospace &  Defense,Aerospace and Defense,,Charlotte,NC, 35.22709 , (80.84313)
886,New Jersey Resources,970," $2,269.00 ",21%, $132.10 ,0%," $3,929.00 "," $3,513.00 ",1052,Laurence M. Downes,"Chairman, President &  Chief Executive Officer",Energy,Energy,,Wall Township,NJ, 40.16067 , (74.06798)
887,REV Group,957," $2,268.00 ",18%, $31.40 ,4%," $1,254.00 "," $1,341.00 ",7800,Timothy W. Sullivan,"President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,,Milwaukee,WI, 43.03890 , (87.90647)
888,Mueller Industries,919," $2,266.00 ",10%, $85.60 ,-14%," $1,320.00 "," $1,505.00 ",4125,Gregory L. Christopher,Chairman &  Chief Executive Officer,Industrials,Industrial Machinery,,Memphis,TN, 35.14953 , (90.04898)
889,GEO Group,895," $2,263.00 ",4%, $146.20 ,-2%," $4,227.00 "," $2,531.00 ",18512,George C. Zoley,Chairman &  Chief Executive Officer,Business Services,Miscellaneous,,Boca Raton,FL, 26.36831 , (80.12893)
890,Allison Transmission Holdings,984," $2,262.00 ",23%, $504.00 ,135%," $4,205.00 "," $5,404.00 ",2700,David S. Graziosi,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,,Indianapolis,IN, 39.76840 , (86.15807)
891,OGE Energy,876," $2,261.00 ",0%, $619.00 ,83%," $10,413.00 "," $6,544.00 ",2413,Sean R. Trauschke,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,,Oklahoma City,OK, 35.46756 , (97.51643)
892,Cheesecake Factory,867," $2,261.00 ",-1%, $157.40 ,13%," $1,333.00 "," $2,213.00 ",39100,David M. Overton,Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure",Food Services,,Calabasas,CA, 34.13730 , (118.65419)
893,PRA Health Sciences,," $2,259.00 ",25%, $86.90 ,28%," $3,358.00 "," $5,292.00 ",15800,Colin Shannon,"Chairman, President &  Chief Executive Officer",Technology,"Scientific,Photographic and  Control Equipment",,Raleigh,NC, 35.77959 , (78.63818)
894,Tupperware Brands,886," $2,255.80 ",2%, $(265.40),-219%," $1,388.00 "," $2,473.00 ",12000,Patricia A. Stitzel,"President, Chief Executive Officer &  Director",Household Products,Household and Personal Products,,Orlando,FL, 28.53834 , (81.37924)
895,Euronet Worldwide,950," $2,252.00 ",15%, $156.80 ,-10%," $3,140.00 "," $4,058.00 ",6600,Michael J. Brown,"Chairman, President &  Chief Executive Officer",Business Services,Financial Data Services,,Leawood,KS, 38.96667 , (94.61690)
896,FLEETCOR Technologies,988," $2,250.00 ",23%, $740.20 ,64%," $11,318.00 "," $18,186.00 ",7890,Ronald F. Clarke,Chairman &  Chief Executive Officer,Business Services,Financial Data Services,,Norcross,GA, 33.96986 , (84.22129)
897,Nationstar Mortgage Holdings,852," $2,247.00 ",-4%, $30.00 ,58%," $18,036.00 "," $1,755.00 ",7600,Jay Bray,"Chairman, President &  Chief Executive Officer",Financials,Diversified Financials,,Coppell,TX, 32.95457 , (97.01501)
898,GoDaddy,980," $2,232.00 ",21%, $136.40 ,," $5,738.00 "," $10,315.00 ",5990,Scott W. Wagner,Chief Executive Officer,Technology,Internet Services and Retailing,,Scottsdale,AZ, 33.49417 , (111.92605)
899,Blackhawk Network Holdings,966," $2,232.00 ",18%, $(155.80),-3444%," $4,140.00 "," $2,529.00 ",3190,Talbott Roche,"President, Chief Executive Officer &  Director",Business Services,Financial Data Services,,Pleasanton,CA, 37.66243 , (121.87468)
900,Cboe Global Markets,," $2,229.00 ",217%, $401.70 ,115%," $5,266.00 "," $12,860.00 ",889,Edward T. Tilly,Chairman &  Chief Executive Officer,Financials,Securities,,Chicago,IL, 41.87811 , (87.62980)
901,Snyders-Lance,862," $2,227.00 ",-4%, $148.50 ,898%," $3,618.00 ",,5900,Carlos Abrams-Rivera,President-Campbell Snacks,"Food, Beverages &  Tobacco",Food Consumer Products,,Charlotte,NC, 35.22709 , (80.84313)
902,Murphy Oil,972," $2,226.00 ",19%, $(311.80),," $9,861.00 "," $4,471.00 ",1128,Roger W. Jenkins,"President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",,El Dorado,AR, 33.20763 , (92.66627)
903,CDK Global,905," $2,220.00 ",5%, $295.60 ,24%," $2,883.00 "," $8,523.00 ",8900,Brian P. MacDonald,"President, Chief Executive Officer &  Director",Technology,Computer Software,,Hoffman Estates,IL, 42.06299 , (88.12272)
904,Texas Roadhouse,942," $2,220.00 ",12%, $131.50 ,14%," $1,331.00 "," $4,123.00 ",29524,W. Kent Taylor,Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure",Food Services,,Louisville,KY, 38.25266 , (85.75846)
905,Kirby,," $2,214.00 ",25%, $313.20 ,122%," $5,127.00 "," $4,592.00 ",5775,David W. Grzebinski,"President, Chief Executive Officer &  Director",Transportation,Shipping,,Houston,TX, 29.76043 , (95.36980)
906,Square,," $2,214.00 ",30%, $(62.80),," $2,187.00 "," $19,501.00 ",2338,Jack Dorsey,"Chairman, President &  Chief Executive Officer",Business Services,Financial Data Services,,SF,CA, 37.77493 , (122.41942)
907,Genesee & Wyoming,937," $2,208.00 ",10%, $549.10 ,289%," $8,035.00 "," $4,435.00 ",8000,John C. Hellmann,"Chairman, President &  Chief Executive Officer",Transportation,Railroads,,Darien,CT, 41.07719 , (73.46869)
908,Zayo Group Holdings,," $2,200.00 ",28%, $85.70 ,," $8,739.00 "," $8,474.00 ",3794,Daniel P. Caruso,Chairman &  Chief Executive Officer,Telecommunications,Telecommunications,,Boulder,CO, 40.01499 , (105.27055)
909,NewMarket,921," $2,198.00 ",7%, $190.50 ,-22%," $1,712.00 "," $4,731.00 ",2223,Thomas E. Gottwald,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,,Richmond,VA, 37.54072 , (77.43605)
910,99 Cents Only Stores,929," $2,194.00 ",6%, $(90.30),," $1,537.00 ", $-   ,17200,Jack L. Sinclair,Chief Executive Officer,Retailing,Specialty Retailers: Other,,Commerce,CA, 34.00057 , (118.15979)
911,PCM,877," $2,193.00 ",-3%, $3.10 ,-82%, $740.00 , $98.00 ,4118,Frank F. Khulusi,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Electronics and Office Equipment,,El Segundo,CA, 33.91918 , (118.41647)
912,Federated Mutual Insurance,918," $2,181.00 ",6%, $217.60 ,-5%," $7,630.00 ",,2388,Jeffrey E. Fetters,Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),,Owatonna,MN, 44.08556 , (93.22593)
913,HNI,890," $2,176.00 ",-1%, $89.80 ,5%," $1,392.00 "," $1,568.00 ",9350,Stanley A. Askren,"Chairman, President &  Chief Executive Officer",Household Products,"Home Equipment, Furnishings",,Muscatine,IA, 41.42447 , (91.04321)
914,Hospitality Properties Trust,922," $2,172.00 ",6%, $215.10 ,-4%," $7,150.00 "," $4,165.00 ",450,John G. Murray,"President, Chief Executive Officer &  Director",Financials,Real estate,,Newton,MA, 42.33704 , (71.20922)
915,Greenbrier Cos.,777," $2,169.00 ",-19%, $116.10 ,-37%," $2,398.00 "," $1,442.00 ",11917,William A. Furman,"Chairman, President &  Chief Executive Officer",Transportation,Transportation Equipment,,Lake Oswego,OR, 45.41568 , (122.71597)
916,Bio-Rad Laboratories,917," $2,160.00 ",4%, $122.20 ,370%," $4,273.00 "," $7,443.00 ",8150,Norman A. Schwartz,"Chairman, President &  Chief Executive Officer",Health Care,"Scientific,Photographic and  Control Equipment",,Hercules,CA, 38.01714 , (122.28858)
917,AvalonBay Communities,923," $2,159.00 ",6%, $876.90 ,-15%," $18,415.00 "," $22,711.00 ",3123,Timothy J. Naughton,"Chairman, President &  Chief Executive Officer",Financials,Real estate,,Arlington,VA, 38.88162 , (77.09098)
918,Renewable Energy Group,924," $2,158.00 ",6%, $(79.10),-278%," $10,056.00 ", $497.00 ,853,Randolph L. Howard,"President, Chief Executive Officer &  Director",Energy,Energy,,Ames,IA, 42.03078 , (93.63191)
919,Atlas Air Worldwide Holdings,985," $2,157.00 ",17%, $223.50 ,438%," $4,956.00 "," $1,538.00 ",2870,William J. Flynn,"President, Chief Executive Officer &  Director",Transportation,Transportation and Logistics,,Harrison,NY, 41.04001 , (73.71445)
920,Teradata,859," $2,156.00 ",-7%, $(67.00),-154%," $2,556.00 "," $4,797.00 ",10615,Victor L. Lund,"President, Chief Executive Officer &  Director",Technology,Information Technology Services,,Dayton,OH, 39.75895 , (84.19161)
921,LCI Industries,," $2,148.00 ",28%, $132.90 ,3%, $946.00 ," $2,603.00 ",9852,Jason D. Lippert,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,,Elkhart,IN, 41.68199 , (85.97667)
922,Teleflex,973," $2,146.00 ",15%, $152.50 ,-36%," $6,182.00 "," $11,806.00 ",14400,Liam J. Kelly,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,,Wayne,PA, 40.04160 , (75.36989)
923,Verisk Analytics,909," $2,145.00 ",2%, $555.10 ,-6%," $6,020.00 "," $17,162.00 ",7192,Scott G. Stephenson,"Chairman, President &  Chief Executive Officer",Business Services,Financial Data Services,,Jersey City,NJ, 40.72816 , (74.07764)
924,Popular,955," $2,145.00 ",11%, $107.70 ,-50%," $44,277.00 "," $4,253.00 ",7784,Ignacio Alvarez,"President, Chief Executive Officer &  Director",Financials,Commercial Banks,,Hato Rey,Puerto Rico, 18.42258 , (66.05095)
925,Workday,," $2,143.00 ",37%, $(321.20),," $4,947.00 "," $26,947.00 ",8200,Aneel Bhusri,Chief Executive Officer &  Director,Technology,Computer Software,,Pleasanton,CA, 37.66243 , (121.87468)
926,Cooper Cos.,948," $2,139.00 ",9%, $372.90 ,36%," $4,859.00 "," $11,217.00 ",11800,Albert G. White III,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,,Pleasanton,CA, 37.66243 , (121.87468)
927,Express,893," $2,138.00 ",-3%, $19.40 ,-66%," $1,188.00 ", $564.00 ,9576,David G. Kornberg,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,,Columbus,OH, 39.96118 , (82.99879)
928,Teradyne,," $2,137.00 ",22%, $257.70 ,," $3,110.00 "," $8,901.00 ",4500,Mark E. Jagiela,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,,North Reading,MA, 42.57509 , (71.07867)
929,Werner Enterprises,934," $2,117.00 ",5%, $202.90 ,156%," $1,808.00 "," $2,645.00 ",12154,Derek J. Leathers,"President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",,Omaha,NE, 41.25654 , (95.93450)
930,Oaktree Capital Group,," $2,100.00 ",38%, $231.50 ,19%," $9,015.00 "," $6,188.00 ",930,Jay S. Wintrob,Chairman &  Chief Executive Officer,Financials,Securities,,Los Angeles,CA, 34.05223 , (118.24368)
931,Woodward,931," $2,099.00 ",4%, $200.50 ,11%," $2,757.00 "," $4,391.00 ",6829,Thomas A. Gendron,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,,Fort Collins,CO, 40.58526 , (105.08442)
932,F5 Networks,940," $2,090.00 ",5%, $420.80 ,15%," $2,481.00 "," $8,943.00 ",4366,Fran�ois Locoh-Donou,"President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,,Seattle,WA, 47.60621 , (122.33207)
933,Valvoline,," $2,084.00 ",8%, $304.00 ,11%," $1,915.00 "," $4,428.00 ",5600,Samuel J. Mitchell Jr.,Chairman &  Chief Executive Officer,Chemicals,Chemicals,,Lexington,KY, 38.04058 , (84.50372)
934,Roadrunner Transportation Systems,947," $2,082.00 ",2%, $(106.70),, $863.00 , $98.00 ,4645,Curtis W. Stoelting,Chief Executive Officer &  Director,Transportation,"Trucking, Truck Leasing",,Downers Grove,IL, 41.80892 , (88.01117)
935,SemGroup,," $2,082.00 ",56%, $(17.20),-919%," $5,377.00 "," $1,692.00 ",1220,Carlin G. Conner,"President, Chief Executive Officer &  Director",Energy,Pipelines,,Tulsa,OK, 36.15398 , (95.99278)
936,Catalent,979," $2,075.00 ",12%, $109.80 ,-2%," $3,454.00 "," $5,474.00 ",10800,John R. Chiminski,"Chairman, President &  Chief Executive Officer",Health Care,Pharmaceuticals,,Franklin Township,NJ, 40.49760 , (74.48849)
937,Quorum Health,," $2,072.00 ",, $(114.20),," $1,829.00 ", $247.00 ,11250,Robert H. Fish,"President, Chief Executive Officer &  Director",Health Care,Health Care: Medical Facilities,,Brentwood,TN, 36.03312 , (86.78278)
938,Universal,904," $2,071.00 ",-2%, $106.30 ,-3%," $2,123.00 "," $1,215.00 ",24000,George C. Freeman III,"Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco",Tobacco,,Richmond,VA, 37.54072 , (77.43605)
939,Nordson,996," $2,067.00 ",14%, $295.80 ,9%," $3,415.00 "," $7,904.00 ",7532,Michael F. Hilton,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,,Westlake,OH, 41.45532 , (81.91792)
940,ResMed,986," $2,067.00 ",12%, $342.30 ,-3%," $3,469.00 "," $14,074.00 ",6080,Michael J. Farrell,Chief Executive Officer &  Director,Health Care,Medical Products and Equipment,,San Diego,CA, 32.71574 , (117.16108)
941,Tower International,927," $2,066.00 ",2%, $47.60 ,23%," $1,260.00 ", $570.00 ,7600,James C. Gouin,Chief Executive Officer &  Director,Motor Vehicles &  Parts,Motor Vehicles and Parts,,Livonia,MI, 42.36837 , (83.35271)
942,Freds,903," $2,064.00 ",-3%, $(140.30),, $655.00 , $114.00 ,7324,Joseph M. Anto,Interim Chief Executive Officer &  Director,Food &  Drug Stores,Food and Drug Stores,,Memphis,TN, 35.14953 , (90.04898)
943,Foundation Building Materials,," $2,061.00 ",48%, $82.50 ,," $1,354.00 ", $639.00 ,3782,Ruben D. Mendoza,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,,Tustin,CA, 33.74200 , (117.82364)
944,Kennametal,912," $2,058.00 ",-2%, $49.10 ,," $2,416.00 "," $3,276.00 ",10744,Christopher Rossi,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,,Pittsburgh,PA, 40.44062 , (79.99589)
945,Autodesk,928," $2,057.00 ",1%, $(566.90),," $4,114.00 "," $27,418.00 ",8800,Andrew Anagnost,"President, Chief Executive Officer &  Director",Technology,Computer Software,,San Rafael,CA, 37.97353 , (122.53109)
946,Ply Gem Holdings,961," $2,056.00 ",8%, $68.30 ,-10%," $1,320.00 "," $1,481.00 ",9471,Gary E. Robinette,"Chairman, President &  Chief Executive Officer",Materials,"Building Materials, Glass",,Cary,NC, 35.79154 , (78.78112)
947,Central Garden & Pet,989," $2,055.00 ",12%, $78.80 ,77%," $1,307.00 "," $2,099.00 ",4050,George C. Roeth,"President, Chief Executive Officer &  Director",Household Products,Household and Personal Products,,Walnut Creek,CA, 37.91008 , (122.06518)
948,Matson,954," $2,047.00 ",5%, $232.00 ,188%," $2,248.00 "," $1,222.00 ",1947,Matthew J. Cox,Chairman &  Chief Executive Officer,Transportation,Shipping,,Honolulu,HI, 21.30694 , (157.85833)
949,EchoStar,719," $2,039.00 ",-33%, $392.60 ,118%," $8,750.00 "," $5,061.00 ",2100,Michael T. Dugan,"President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,,Englewood,CO, 39.64777 , (104.98776)
950,Genesis Energy,," $2,028.00 ",18%, $82.60 ,-27%," $7,138.00 "," $2,416.00 ",2100,Grant E. Sims,Chairman &  Chief Executive Officer,Energy,Pipelines,,Houston,TX, 29.76043 , (95.36980)
951,SVB Financial Group,," $2,022.00 ",23%, $490.50 ,28%," $51,215.00 "," $12,694.00 ",2438,Gregory W. Becker,"President, Chief Executive Officer &  Director",Financials,Commercial Banks,,Santa Clara,CA, 37.35411 , (121.95524)
952,Itron,933," $2,018.00 ",0%, $57.30 ,80%," $2,106.00 "," $2,799.00 ",7150,Philip C. Mezey,"President, Chief Executive Officer &  Director",Industrials,"Electronics, Electrical Equip.",,Liberty Lake,WA, 47.67434 , (117.11242)
953,Portland General Electric,960," $2,009.00 ",5%, $187.00 ,-3%," $7,838.00 "," $3,614.00 ",2906,Maria M. Pope,"President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,,Portland,OR, 45.51223 , (122.65872)
954,California Resources,," $2,006.00 ",30%, $(266.00),-195%," $6,207.00 ", $778.00 ,1450,Todd A. Stevens,"President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",,Los Angeles,CA, 34.05223 , (118.24368)
955,Esterline Technologies,932," $2,005.00 ",-1%, $111.60 ,14%," $3,120.00 "," $2,174.00 ",13255,Curtis C. Reusser,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,,Bellevue,WA, 47.61015 , (122.20152)
956,Delta Tucker Holdings,987," $2,004.00 ",9%, $30.60 ,, $736.00 ,,8800,George Krivo,Chairman &  Chief Executive Officer,Aerospace &  Defense,Aerospace and Defense,,McLean,VA, 38.93387 , (77.17726)
957,AMN Healthcare Services,964," $1,989.00 ",5%, $132.60 ,25%," $1,254.00 "," $2,714.00 ",2980,Susan R. Salka,"President, Chief Executive Officer &  Director",Health Care,Health Care: Pharmacy and Other Services,,San Diego,CA, 32.71574 , (117.16108)
958,Griffon,951," $1,986.00 ",2%, $14.90 ,-50%," $1,874.00 ", $866.00 ,4700,Ronald J. Kramer,Chairman &  Chief Executive Officer,Materials,"Building Materials, Glass",,New York,NY, 40.71278 , (74.00597)
959,Valhi,," $1,980.00 ",23%, $207.50 ,," $2,908.00 "," $2,055.00 ",2790,Robert D. Graham,"Vice Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,,Dallas,TX, 32.77666 , (96.79699)
960,Hexcel,936," $1,973.00 ",-2%, $284.00 ,14%," $2,781.00 "," $5,791.00 ",6259,Nick L. Stanage,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,,Stamford,CT, 41.05343 , (73.53873)
961,IDEXX Laboratories,," $1,969.00 ",11%, $263.10 ,19%," $1,713.00 "," $16,663.00 ",7600,Jonathan W. Ayers,"Chairman, President &  Chief Executive Officer",Health Care,Medical Products and Equipment,,Westbrook,ME, 43.67703 , (70.37116)
962,Deluxe,978," $1,966.00 ",6%, $230.20 ,0%," $2,209.00 "," $3,539.00 ",5886,Lee J. Schram,Chairman &  Chief Executive Officer,Media,"Publishing, Printing",,Shoreview,MN, 45.07913 , (93.14717)
963,M/I Homes,," $1,962.00 ",16%, $72.10 ,27%," $1,864.80 ", $888.00 ,1238,Robert H. Schottenstein,"Chairman, President &  Chief Executive Officer",Engineering &  Construction,Homebuilders,,Columbus,OH, 39.96118 , (82.99879)
964,Kraton,," $1,960.00 ",12%, $97.50 ,-9%," $2,933.00 "," $1,512.00 ",1931,Kevin M. Fogarty,"President, Chief Executive Officer &  Director",Chemicals,Chemicals,,Houston,TX, 29.76043 , (95.36980)
965,Stewart Information Services,935," $1,956.00 ",-3%, $48.70 ,-12%," $1,406.00 "," $1,042.00 ",5960,Matthew W. Morris,Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Stock),,Houston,TX, 29.76043 , (95.36980)
966,Marriott Vacations Worldwide,994," $1,952.00 ",8%, $226.80 ,65%," $2,906.00 "," $3,535.00 ",11000,Stephen P. Weisz,"President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",,Orlando,FL, 28.53834 , (81.37924)
